;user_id;original_image;face_id;age;gender;x;y;dx;dy;tilt_ang;fiducial_yaw_angle;fiducial_score
3341;113804525@N05;11846455104_455a9c2c76_o.jpg;320;(25, 32);f;1104;1612;504;504;-85;0;38
3344;113804525@N05;11847551844_412ac56e71_o.jpg;323;(25, 32);m;543;594;924;924;-80;-30;73
3348;113804525@N05;11847174154_1a821698f0_o.jpg;327;(25, 32);m;505;462;618;618;0;0;48
3350;113804525@N05;11847174154_1a821698f0_o.jpg;323;(25, 32);m;1227;551;503;504;0;0;133
3352;113804525@N05;11846313353_8f9b716a73_o.jpg;320;(25, 32);f;733;825;484;485;0;0;24
3355;113804525@N05;11847097505_c9b61873be_o.jpg;327;(25, 32);m;1522;733;280;280;-5;15;85
3356;113804525@N05;11847097505_c9b61873be_o.jpg;320;(25, 32);f;2245;969;261;261;5;0;101
3357;113804525@N05;11847097505_c9b61873be_o.jpg;323;(25, 32);m;1926;749;255;255;-5;0;109
3359;113804525@N05;11846014335_43a7cbba4b_o.jpg;320;(25, 32);f;1260;1593;491;491;-90;0;41
3373;113804525@N05;11846306953_001a9a361b_o.jpg;320;(25, 32);f;1056;1561;517;517;-85;0;30
3375;113804525@N05;11846471864_f13866bfda_o.jpg;320;(25, 32);f;1031;1137;261;262;-5;0;91
3378;113804525@N05;11846471864_f13866bfda_o.jpg;329;(25, 32);f;859;1061;242;242;0;0;86
3379;113804525@N05;11846471864_f13866bfda_o.jpg;327;(25, 32);m;1114;922;242;243;0;0;150
3380;113804525@N05;11846471864_f13866bfda_o.jpg;323;(25, 32);m;914;889;243;242;-5;0;100
3382;113804525@N05;11846471864_f13866bfda_o.jpg;330;(25, 32);f;1188;1078;243;243;-5;0;68
3384;113804525@N05;11847372253_57d2035e4d_o.jpg;327;(25, 32);m;793;489;459;459;0;0;74
3385;113804525@N05;11847372253_57d2035e4d_o.jpg;323;(25, 32);m;1399;556;408;408;-5;15;127
3388;113804525@N05;11847028453_a53d0e3681_o.jpg;327;(25, 32);m;564;524;618;618;0;0;42
3390;113804525@N05;11847028453_a53d0e3681_o.jpg;323;(25, 32);m;1262;648;491;491;-5;0;103
3392;113804525@N05;11847375903_f5192ed52e_o.jpg;327;(25, 32);m;886;484;459;459;5;0;97
3393;113804525@N05;11847375903_f5192ed52e_o.jpg;323;(25, 32);m;1496;538;414;415;-5;0;122
3394;113804525@N05;11846800256_f00d5472ce_o.jpg;320;(25, 32);f;245;1271;1434;1177;-95;0;31
3396;113804525@N05;11846323223_e779c607ae_o.jpg;320;(25, 32);f;986;1224;242;242;-5;0;101
3398;113804525@N05;11846323223_e779c607ae_o.jpg;329;(25, 32);f;798;1133;242;242;10;-15;68
3400;113804525@N05;11846323223_e779c607ae_o.jpg;327;(25, 32);m;1039;997;242;242;-5;0;156
3401;113804525@N05;11846323223_e779c607ae_o.jpg;323;(25, 32);m;839;970;243;242;-5;0;121
3403;113804525@N05;11846323223_e779c607ae_o.jpg;330;(25, 32);f;1131;1152;242;242;-5;0;60
3405;113804525@N05;11847409243_d87944a9d0_o.jpg;323;(25, 32);m;441;817;810;810;-80;45;25
3409;113804525@N05;11847168584_13430b91d2_o.jpg;327;(25, 32);m;604;494;567;567;10;0;59
3410;113804525@N05;11847168584_13430b91d2_o.jpg;323;(25, 32);m;1373;619;466;466;-5;0;119
3411;113804525@N05;11846400264_2467848699_o.jpg;329;(25, 32);f;387;876;274;274;10;0;90
3414;113804525@N05;11846400264_2467848699_o.jpg;327;(25, 32);m;2409;662;268;268;5;0;144
3415;113804525@N05;11846400264_2467848699_o.jpg;320;(25, 32);f;1013;886;255;255;0;0;103
3416;113804525@N05;11846400264_2467848699_o.jpg;323;(25, 32);m;559;632;338;338;12;0;100
3417;113804525@N05;11846400264_2467848699_o.jpg;330;(25, 32);f;1694;854;242;242;-5;0;89
3421;113804525@N05;11847520264_751dc364cb_o.jpg;327;(25, 32);m;1585;658;338;338;10;0;86
3422;113804525@N05;11847520264_751dc364cb_o.jpg;320;(25, 32);f;2432;961;274;274;0;0;109
3423;113804525@N05;11847520264_751dc364cb_o.jpg;323;(25, 32);m;2059;707;274;274;0;0;151
3424;113804525@N05;11847520264_751dc364cb_o.jpg;329;(25, 32);f;1939;919;274;274;5;0;53
3426;113804525@N05;11847520264_751dc364cb_o.jpg;330;(25, 32);f;1367;954;255;255;5;0;6
3427;113804525@N05;11846285283_9ea56f52dd_o.jpg;320;(25, 32);f;219;1086;1499;1362;-95;0;13
3429;113804525@N05;11847888786_32fbd7dfc4_o.jpg;327;(25, 32);m;505;462;618;618;0;0;48
3431;113804525@N05;11847888786_32fbd7dfc4_o.jpg;323;(25, 32);m;1227;551;503;504;0;0;133
3432;113804525@N05;11847918516_807847e2f9_o.jpg;323;(25, 32);m;1683;278;663;663;0;0;70
3434;113804525@N05;11845966495_288f085829_o.jpg;323;(25, 32);m;637;683;287;287;10;0;104
3435;113804525@N05;11845966495_288f085829_o.jpg;320;(25, 32);f;1026;897;268;268;0;0;94
3436;113804525@N05;11845966495_288f085829_o.jpg;329;(25, 32);f;454;887;261;262;10;0;95
3437;113804525@N05;11845966495_288f085829_o.jpg;327;(25, 32);m;2397;688;255;255;0;0;139
3439;113804525@N05;11845966495_288f085829_o.jpg;330;(25, 32);f;1694;870;242;242;-5;0;92
3443;113804525@N05;11847136455_06c86f4bf5_o.jpg;323;(25, 32);m;353;682;1001;1001;-85;0;100
3445;113804525@N05;11846822506_765de9a41d_o.jpg;320;(25, 32);f;1114;1619;465;465;-85;0;37
3660;20272804@N04;9837517896_8cd653a883_o.jpg;349;(25, 32);m;1295;2752;242;242;5;0;123
3668;20272804@N04;9827175406_85ed2f4b36_o.jpg;351;(25, 32);f;1093;388;242;243;0;-45;111
3690;16166376@N00;11117854594_725c213847_o.jpg;354;(25, 32);m;1577;843;829;828;-10;30;147
3691;16166376@N00;11117854594_725c213847_o.jpg;355;(25, 32);f;589;817;606;606;15;0;78
3692;16166376@N00;8780310262_e12aaf7b92_o.jpg;355;(25, 32);f;380;924;336;336;-5;0;144
3693;16166376@N00;11117807744_451f139c33_o.jpg;355;(25, 32);f;1216;1743;446;446;165;45;39
3694;16166376@N00;8773270975_23577cd361_o.jpg;355;(25, 32);f;395;793;320;320;10;30;73
3695;16166376@N00;11117734444_7f8722d26c_o.jpg;354;(25, 32);m;1311;1305;287;287;-85;30;81
3696;16166376@N00;9588060344_f5becd68cf_o.jpg;355;(25, 32);f;1576;1093;956;956;185;30;60
3697;16166376@N00;11117970353_8cc0fe3c6b_o.jpg;354;(25, 32);m;1541;839;784;785;-10;30;139
3698;16166376@N00;11117970353_8cc0fe3c6b_o.jpg;355;(25, 32);f;769;933;606;606;5;0;95
3699;16166376@N00;11117801946_bf8ab778e0_o.jpg;355;(25, 32);f;1117;522;331;332;-100;0;89
3700;16166376@N00;8773250481_513da022e5_o.jpg;355;(25, 32);f;440;354;304;305;-5;0;120
3701;16166376@N00;11117743066_4a1315ae78_o.jpg;354;(25, 32);m;766;1375;918;918;-75;0;73
3702;16166376@N00;11117743066_4a1315ae78_o.jpg;355;(25, 32);f;1152;1078;778;778;-105;30;154
3703;16166376@N00;9588086798_248ffa44bb_o.jpg;355;(25, 32);f;863;229;663;663;180;45;84
3704;16166376@N00;9588218274_162d95b05a_o.jpg;354;(25, 32);m;1181;369;172;173;-15;0;115
3705;16166376@N00;9588218274_162d95b05a_o.jpg;355;(25, 32);f;1295;423;156;156;15;0;114
3706;16166376@N00;8780300510_4eaaa505fb_o.jpg;355;(25, 32);f;153;761;424;424;-20;-30;71
3707;16166376@N00;11117747066_3da39dfbe3_o.jpg;354;(25, 32);m;554;1376;969;970;-75;0;42
3708;16166376@N00;11117747066_3da39dfbe3_o.jpg;355;(25, 32);f;978;1075;816;816;-95;30;101
3710;16166376@N00;9588252376_2040274723_o.jpg;355;(25, 32);f;864;363;244;245;-10;0;135
3711;16166376@N00;11117825644_35748666f5_o.jpg;355;(25, 32);f;1443;1592;300;299;165;30;135
3712;16166376@N00;8780198724_e465fb258c_o.jpg;354;(25, 32);m;863;824;160;160;0;0;46
3714;16166376@N00;8773635663_a51664892b_o.jpg;354;(25, 32);m;878;791;164;164;-5;0;76
3716;16166376@N00;8773764811_3a233b900c_o.jpg;355;(25, 32);f;818;369;232;232;15;0;40
3717;16166376@N00;8773267791_ef69bda205_o.jpg;355;(25, 32);f;582;690;332;332;10;30;69
3718;16166376@N00;8780043062_c6657ac39e_o.jpg;354;(25, 32);m;1271;741;168;168;0;0;99
3719;16166376@N00;8780043062_c6657ac39e_o.jpg;355;(25, 32);f;1187;667;152;152;0;0;72
3720;16166376@N00;8780047700_f95bb464a6_o.jpg;354;(25, 32);m;1274;771;156;156;0;0;111
3721;16166376@N00;8780047700_f95bb464a6_o.jpg;355;(25, 32);f;1161;722;152;153;0;0;64
3722;16166376@N00;8780050942_345840a2ba_o.jpg;354;(25, 32);m;1310;636;160;160;0;0;103
3723;16166376@N00;11117757454_b215715fce_o.jpg;354;(25, 32);m;600;1340;835;835;-70;0;113
3724;16166376@N00;11117757454_b215715fce_o.jpg;355;(25, 32);f;957;1117;606;605;-95;0;142
3725;16166376@N00;8773738087_cbfb1af29c_o.jpg;355;(25, 32);f;338;894;380;380;-15;-30;93
3726;16166376@N00;11117725846_94d9f5c715_o.jpg;355;(25, 32);f;1217;1021;657;657;-85;0;159
3727;16166376@N00;11117799004_1019da14f7_o.jpg;354;(25, 32);m;1120;685;854;854;15;0;90
3728;16166376@N00;11117799004_1019da14f7_o.jpg;355;(25, 32);f;1571;914;790;791;-15;30;126
3729;16166376@N00;11117814354_5e91fd2d77_o.jpg;354;(25, 32);m;1973;610;286;287;5;0;44
3731;16166376@N00;9588119534_a9778b44ff_o.jpg;355;(25, 32);f;1596;1039;415;414;-90;0;122
3732;16166376@N00;8773640679_45586e66cc_o.jpg;354;(25, 32);m;835;969;280;280;-15;0;133
3733;16166376@N00;8773640679_45586e66cc_o.jpg;355;(25, 32);f;580;344;268;268;20;0;76
3735;16166376@N00;11117865043_5e6a93f46f_o.jpg;355;(25, 32);f;1453;551;760;760;-105;30;164
3736;16166376@N00;11117865043_5e6a93f46f_o.jpg;354;(25, 32);m;1143;875;736;736;-80;0;105
3737;16166376@N00;8780194234_43d50a37b8_o.jpg;355;(25, 32);f;392;319;184;184;5;0;106
3738;16166376@N00;8773489477_1c65f7ec15_o.jpg;355;(25, 32);f;689;127;720;720;10;0;117
3739;16166376@N00;8773625039_cc28e64fa3_o.jpg;354;(25, 32);m;600;1165;152;152;-10;0;50
3740;16166376@N00;9585413669_5f5d8e170b_o.jpg;355;(25, 32);f;1540;400;180;180;5;30;34
3741;16166376@N00;8773642777_4f9196b9b8_o.jpg;354;(25, 32);m;867;974;292;292;-15;0;118
3742;16166376@N00;8773642777_4f9196b9b8_o.jpg;355;(25, 32);f;324;309;256;256;5;0;110
3744;16166376@N00;8780056238_ac75f6fdca_o.jpg;355;(25, 32);f;516;322;776;776;10;0;84
3745;16166376@N00;11116777316_a7393fba42_o.jpg;355;(25, 32);f;475;683;443;444;0;15;34
3746;16166376@N00;8773637661_573e295ba8_o.jpg;355;(25, 32);f;267;433;336;336;20;0;81
3747;16166376@N00;8773637661_573e295ba8_o.jpg;354;(25, 32);m;913;949;308;308;-10;0;119
3749;16166376@N00;11117702536_6179e8931a_o.jpg;354;(25, 32);m;1284;954;268;268;-90;45;37
3750;16166376@N00;11117761046_d74a58167b_o.jpg;354;(25, 32);m;1093;529;956;956;10;0;113
3751;16166376@N00;11117761046_d74a58167b_o.jpg;355;(25, 32);f;1577;808;867;867;-10;30;115
3752;16166376@N00;9585424849_ab05f9339a_o.jpg;355;(25, 32);f;1374;381;164;165;10;0;127
3753;16166376@N00;9585424849_ab05f9339a_o.jpg;354;(25, 32);m;1284;341;160;161;-10;0;124
3754;16166376@N00;11117705756_41a7de9362_o.jpg;355;(25, 32);f;1778;1016;242;243;-10;0;84
3755;16166376@N00;11123880333_69da35d505_o.jpg;355;(25, 32);f;99;47;680;681;-90;45;24
3757;16166376@N00;11117754716_fc33fbfc0f_o.jpg;354;(25, 32);m;1018;753;937;937;-15;0;94
3758;16166376@N00;11117754716_fc33fbfc0f_o.jpg;355;(25, 32);f;1668;992;803;804;-15;30;132
3759;16166376@N00;11117829164_bfb26e12f0_o.jpg;355;(25, 32);f;628;1007;289;289;-105;0;123
3760;16166376@N00;8773627139_bd8dcd8858_o.jpg;354;(25, 32);m;938;766;196;196;-5;0;74
3761;16166376@N00;9588105570_da12c5ae43_o.jpg;355;(25, 32);f;706;586;535;536;175;30;123
3763;16166376@N00;8773494477_bc164b1c78_o.jpg;355;(25, 32);f;54;391;560;560;-15;0;137
3764;16166376@N00;11117740345_872d4265cc_o.jpg;354;(25, 32);m;1995;629;293;293;5;0;55
3765;16166376@N00;11117961723_58464617d7_o.jpg;354;(25, 32);m;1604;871;816;816;-10;15;117
3766;16166376@N00;11117961723_58464617d7_o.jpg;355;(25, 32);f;769;937;625;624;5;0;96
3767;16166376@N00;11117745374_e4f63218c8_o.jpg;355;(25, 32);f;1785;969;255;255;-100;0;75
3768;16166376@N00;8780326236_fbc942cefe_o.jpg;355;(25, 32);f;852;475;216;216;20;0;24
3769;16166376@N00;11117749464_5fb4a42d16_o.jpg;355;(25, 32);f;1590;981;261;262;-100;0;84
3770;16166376@N00;11117838294_d9776ac924_o.jpg;355;(25, 32);f;862;608;350;351;-100;0;97
3771;16166376@N00;11117786074_2001a16779_o.jpg;354;(25, 32);m;420;1469;1097;979;-70;0;73
3772;16166376@N00;11117786074_2001a16779_o.jpg;355;(25, 32);f;897;1225;790;791;-100;0;141
3773;16166376@N00;9585321257_c19a743f56_o.jpg;355;(25, 32);f;849;1035;408;408;185;0;50
3774;16166376@N00;8779892874_c723d317b1_o.jpg;354;(25, 32);m;8;0;749;731;170;30;101
3775;16166376@N00;8779892874_c723d317b1_o.jpg;355;(25, 32);f;467;85;627;628;195;0;138
3776;16166376@N00;11117885303_f538c3bb4c_o.jpg;354;(25, 32);m;1187;1647;816;801;-85;-15;58
3778;16166376@N00;11117694135_4002f02f93_o.jpg;354;(25, 32);m;1106;782;975;975;5;0;104
3779;16166376@N00;11117694135_4002f02f93_o.jpg;355;(25, 32);f;1577;1106;823;822;0;0;124
3780;16166376@N00;8779810694_20312ac1bb_o.jpg;355;(25, 32);f;502;359;296;295;-5;0;109
3781;16166376@N00;8780035788_559af63ae6_o.jpg;354;(25, 32);m;904;134;604;605;-5;30;109
3782;31040257@N06;9726416945_62866cb8a2_o.jpg;357;(25, 32);m;859;1174;694;695;-15;30;83
3784;31040257@N06;9726414091_455c592110_o.jpg;357;(25, 32);m;0;80;624;768;20;30;20
3785;31040257@N06;9726414091_455c592110_o.jpg;359;(25, 32);f;279;351;596;596;5;15;70
3786;31040257@N06;9729638578_6a8edb1f0b_o.jpg;357;(25, 32);m;307;1330;937;937;-5;0;104
3787;31040257@N06;9726387979_f4a47f85b4_o.jpg;359;(25, 32);f;0;437;807;813;0;0;82
3788;31040257@N06;11854022255_bf819260ea_o.jpg;357;(25, 32);m;1045;457;319;319;-95;30;147
3789;31040257@N06;11854022255_bf819260ea_o.jpg;359;(25, 32);f;728;1678;306;306;-85;0;148
3790;31040257@N06;11853740253_fd8e46e1d4_o.jpg;359;(25, 32);f;594;1593;357;357;-70;0;72
3791;31040257@N06;11854206106_4def9948eb_o.jpg;359;(25, 32);f;1663;889;357;357;-85;0;70
3792;31040257@N06;9726414543_f79cea34d9_o.jpg;357;(25, 32);m;884;804;797;797;5;0;54
3793;31040257@N06;9729640064_20b67e142f_o.jpg;359;(25, 32);f;64;554;736;726;0;0;64
3794;31040257@N06;11855057743_5bdf1bc9f2_o.jpg;359;(25, 32);f;803;1714;312;313;-80;0;98
3795;31040257@N06;11855057743_5bdf1bc9f2_o.jpg;357;(25, 32);m;1064;517;306;306;-100;0;140
3796;31040257@N06;11854423426_aa83a2c9eb_o.jpg;357;(25, 32);m;1050;455;319;319;-95;0;154
3797;31040257@N06;11854423426_aa83a2c9eb_o.jpg;359;(25, 32);f;731;1668;306;306;-85;0;135
3798;31040257@N06;11854160746_4655e261fc_o.jpg;357;(25, 32);m;1193;922;548;549;-95;30;110
3799;31040257@N06;9729643474_87accf84a6_o.jpg;357;(25, 32);m;112;32;768;768;5;0;8
3800;31040257@N06;9729643474_87accf84a6_o.jpg;359;(25, 32);f;464;416;636;544;0;0;72
3801;31040257@N06;11853784074_4a11ef319b_o.jpg;357;(25, 32);m;1485;627;338;338;15;0;135
3802;31040257@N06;9720212191_5f26ccdc56_o.jpg;357;(25, 32);m;0;954;847;1090;-25;0;150
3803;31040257@N06;9724496270_99463802bb_o.jpg;359;(25, 32);f;1271;1625;274;274;0;0;120
3804;31040257@N06;11855791385_91a1178d5b_o.jpg;357;(25, 32);m;760;623;344;344;250;15;124
3805;31040257@N06;11853423295_132849921e_o.jpg;359;(25, 32);f;957;1020;472;471;-95;0;82
3806;31040257@N06;9729643460_33cb9c1595_o.jpg;357;(25, 32);m;0;0;763;876;10;0;7
3807;31040257@N06;9729643460_33cb9c1595_o.jpg;359;(25, 32);f;390;267;707;693;0;0;75
3808;31040257@N06;9729634506_7f6aec9ede_o.jpg;359;(25, 32);f;0;534;675;712;5;0;36
3811;31040257@N06;11853615715_e0896172fa_o.jpg;359;(25, 32);f;707;1647;332;332;-85;0;127
3812;31040257@N06;11853615715_e0896172fa_o.jpg;357;(25, 32);m;1042;454;319;318;-90;0;144
3813;31040257@N06;9729642710_d3ab453b66_o.jpg;359;(25, 32);f;31;404;752;752;10;0;33
3814;31040257@N06;9726786423_9f0ca74e7e_o.jpg;359;(25, 32);f;2162;1114;376;376;5;0;100
3815;31040257@N06;9730018034_3f60dacf04_o.jpg;359;(25, 32);f;1238;1077;580;580;0;0;87
3816;31040257@N06;9730090602_be3908d0a8_o.jpg;359;(25, 32);f;717;486;790;790;10;0;75
3817;31040257@N06;9729642946_2e24e39f03_o.jpg;359;(25, 32);f;195;252;664;664;5;0;56
3818;31040257@N06;9729645002_6aaac63174_o.jpg;359;(25, 32);f;686;946;1460;1460;-5;15;78
3819;31040257@N06;11853457465_6ffe99860e_o.jpg;359;(25, 32);f;600;1627;338;338;-70;0;70
3821;31040257@N06;9729622674_5737b06dac_o.jpg;357;(25, 32);m;600;801;561;561;5;-15;108
3822;31040257@N06;11854234456_1e1bf084b4_o.jpg;359;(25, 32);f;1016;1075;459;459;-90;0;80
3823;31040257@N06;9726806171_fc8e573fe2_o.jpg;357;(25, 32);m;343;207;617;713;0;0;51
3826;31040257@N06;9729644226_098da68725_o.jpg;359;(25, 32);f;35;584;756;696;0;0;37
3827;31040257@N06;11854417986_d87c8beda7_o.jpg;357;(25, 32);m;1045;454;319;318;-90;0;140
3828;31040257@N06;11854417986_d87c8beda7_o.jpg;359;(25, 32);f;726;1667;313;312;-85;-15;141
3829;31040257@N06;11854542095_5e1431a38b_o.jpg;359;(25, 32);f;803;1714;312;313;-80;0;98
3830;31040257@N06;11854542095_5e1431a38b_o.jpg;357;(25, 32);m;1064;517;306;306;-100;0;140
3831;31040257@N06;11853765423_891780c52b_o.jpg;357;(25, 32);m;1542;492;319;319;-100;0;141
3832;31040257@N06;11856424596_8f5063d2e0_o.jpg;359;(25, 32);f;795;1700;325;325;-80;0;103
3833;31040257@N06;11856424596_8f5063d2e0_o.jpg;357;(25, 32);m;1058;508;319;319;-100;0;151
3835;31040257@N06;11854199156_95fc8d36af_o.jpg;357;(25, 32);m;1603;973;401;402;-85;0;84
3836;31040257@N06;9729618144_c47e7b3b20_o.jpg;359;(25, 32);f;114;248;728;712;5;0;73
3837;31040257@N06;11853329655_eae290aecd_o.jpg;359;(25, 32);f;798;642;650;650;10;15;30
3838;31040257@N06;11853911713_2cbf751d29_o.jpg;359;(25, 32);f;723;1671;319;319;-85;0;150
3839;31040257@N06;11853911713_2cbf751d29_o.jpg;357;(25, 32);m;1050;457;319;319;-95;0;158
3840;31040257@N06;11853892574_e6aa63383a_o.jpg;359;(25, 32);f;1094;208;268;268;-75;0;139
3841;31040257@N06;11855915816_f38e780450_o.jpg;359;(25, 32);f;803;1714;312;313;-80;0;98
3842;31040257@N06;11855915816_f38e780450_o.jpg;357;(25, 32);m;1064;517;306;306;-100;0;140
3843;31040257@N06;9730090216_cb13dc3d8c_o.jpg;359;(25, 32);f;1305;478;956;956;10;0;75
3844;31040257@N06;9729626652_abe2b2c1f8_o.jpg;357;(25, 32);m;895;1506;370;369;5;0;134
3845;31040257@N06;11856059104_07ff7d1a5f_o.jpg;357;(25, 32);m;1577;1952;345;344;270;-45;28
3846;31040257@N06;9726413337_6599b1b10e_o.jpg;359;(25, 32);f;0;404;771;840;5;0;63
3847;31040257@N06;11855132366_94b8da20ec_o.jpg;357;(25, 32);m;1047;503;325;325;-105;30;140
3848;31040257@N06;11855132366_94b8da20ec_o.jpg;359;(25, 32);f;800;1702;318;318;-80;0;96
3849;31040257@N06;11853639803_44d9ee586e_o.jpg;357;(25, 32);m;1413;283;383;383;20;0;90
3851;31040257@N06;11853897144_21be84ef26_o.jpg;357;(25, 32);m;568;1389;415;415;-70;0;136
3852;31040257@N06;9720211729_c4c26b814c_o.jpg;357;(25, 32);m;207;1005;848;848;-15;15;149
3853;31040257@N06;11853641835_0b07b211d9_o.jpg;357;(25, 32);m;1045;457;319;319;-95;30;147
3854;31040257@N06;11853641835_0b07b211d9_o.jpg;359;(25, 32);f;728;1678;306;306;-85;0;148
3855;31040257@N06;9726395963_e74a9c90da_o.jpg;359;(25, 32);f;836;986;491;491;5;0;41
3856;31040257@N06;9726807287_a2981c0a9d_o.jpg;359;(25, 32);f;1155;760;637;637;5;30;80
3858;31040257@N06;9726856867_d3b0f565a5_o.jpg;359;(25, 32);f;683;0;1090;1064;20;-45;22
3859;31040257@N06;11853418615_c43ee9a99b_o.jpg;359;(25, 32);f;1412;361;490;491;5;0;74
3860;31040257@N06;9726807563_d9605229e5_o.jpg;359;(25, 32);f;1214;814;555;555;5;15;85
3862;31040257@N06;9721268555_95cab1cec5_o.jpg;359;(25, 32);f;1211;1678;287;287;-5;0;119
3863;31040257@N06;9730092020_f0005b972f_o.jpg;359;(25, 32);f;199;451;1109;1109;10;0;33
3864;31040257@N06;9726862445_b391e70b86_o.jpg;359;(25, 32);f;313;321;1224;1224;15;0;8
3866;31040257@N06;9726405271_c49771a1b5_o.jpg;359;(25, 32);f;0;589;648;691;10;0;33
3867;31040257@N06;9726405271_c49771a1b5_o.jpg;357;(25, 32);m;306;339;504;505;5;15;50
3869;31040257@N06;11854155755_17b511eeb1_o.jpg;357;(25, 32);m;1045;457;319;319;-95;30;147
3870;31040257@N06;11854155755_17b511eeb1_o.jpg;359;(25, 32);f;728;1678;306;306;-85;0;148
3871;31040257@N06;9729626286_c4ffa587be_o.jpg;357;(25, 32);m;1117;905;363;363;5;0;141
3878;113705978@N06;11811940896_e873587596_o.jpg;366;(25, 32);f;87;1278;262;261;-90;0;50
3888;113705978@N06;11838176606_7d2bec2b5d_o.jpg;373;(25, 32);f;1310;455;363;364;-5;0;97
3892;113705978@N06;11837449755_e84061dfdc_o.jpg;375;(25, 32);m;916;0;1116;964;0;0;20
3893;113705978@N06;11837711583_ff18001ef7_o.jpg;375;(25, 32);m;1713;302;848;848;-5;30;55
3894;113705978@N06;11837711583_ff18001ef7_o.jpg;376;(25, 32);f;1238;513;663;663;5;0;106
3895;113705978@N06;11838172446_f683187b69_o.jpg;373;(25, 32);f;1467;517;555;555;5;15;79
3900;113705978@N06;11838232106_63629d0ef7_o.jpg;375;(25, 32);m;588;0;1370;1104;10;-30;56
3901;113705978@N06;11837876004_2e00262ce5_o.jpg;373;(25, 32);f;1453;540;650;650;-5;0;148
3905;113705978@N06;11837365295_10923f82d0_o.jpg;376;(25, 32);f;209;349;376;376;10;0;81
3906;113705978@N06;11837365295_10923f82d0_o.jpg;373;(25, 32);f;651;492;344;344;0;0;52
3907;113705978@N06;11837734323_b3a7fc9be5_o.jpg;373;(25, 32);f;1490;559;637;637;-5;0;124
3909;113705978@N06;11837734323_b3a7fc9be5_o.jpg;375;(25, 32);m;119;863;427;427;0;0;9
3923;113705978@N06;11811853706_9ee8d61781_o.jpg;366;(25, 32);f;1840;954;925;925;190;-15;86
3924;113705978@N06;11838149206_bf1330a805_o.jpg;373;(25, 32);f;422;524;432;432;0;30;40
3933;113705978@N06;11837775894_1a5273a0a8_o.jpg;373;(25, 32);f;589;766;244;244;5;15;18
3935;113705978@N06;11837314755_f1f37e5ded_o.jpg;386;(25, 32);m;1252;0;1530;1435;5;0;34
3947;113705978@N06;11811518434_ff5f638555_o.jpg;366;(25, 32);f;1960;706;1052;1051;195;0;95
3949;113705978@N06;11837998566_48cdbaf3e1_o.jpg;373;(25, 32);f;0;440;901;972;-10;0;36
3951;10241064@N08;8315785952_b15a5bd61d_o.jpg;389;(25, 32);m;1067;919;542;542;-20;0;86
3956;10241064@N08;8315770222_abc54a936a_o.jpg;394;(25, 32);m;1369;870;286;287;0;30;66
3960;10241064@N08;8314716281_fed547397d_o.jpg;394;(25, 32);m;2836;954;364;364;-10;0;91
3963;10241064@N08;8315784212_b67d75766b_o.jpg;389;(25, 32);m;1335;242;1715;1715;0;30;52
3970;10241064@N08;8314731033_f30146664a_o.jpg;389;(25, 32);m;82;425;1040;1039;15;0;107
3974;10241064@N08;8314732987_5c4ab3618f_o.jpg;389;(25, 32);m;1322;739;612;612;-5;0;120
3976;10241064@N08;8315787028_8fd2340bc2_o.jpg;389;(25, 32);m;1086;777;612;612;-10;-45;40
3978;10241064@N08;8315781622_911bec2922_o.jpg;389;(25, 32);m;1545;619;1135;1135;-5;0;115
3981;10241064@N08;8315780862_d4351f9eb4_o.jpg;394;(25, 32);m;721;1029;1091;1090;-5;0;53
3988;10241064@N08;8311607317_f7b65f862e_o.jpg;389;(25, 32);m;2185;983;331;331;0;-45;39
4052;34158582@N02;10090097166_7451518234_o.jpg;405;(25, 32);f;1195;1815;484;484;-95;0;20
4085;45666944@N00;11843072593_5d9a1086d8_o.jpg;412;(25, 32);m;1472;964;364;363;-15;45;45
4092;45666944@N00;11843074433_e68089e56d_o.jpg;412;(25, 32);m;1117;427;1294;1294;0;15;43
4103;39411334@N02;11043554456_21537866a9_o.jpg;413;(25, 32);f;186;325;2193;2123;20;-45;38
4104;39411334@N02;11043782576_4fed4bc6c5_o.jpg;413;(25, 32);f;984;680;1326;1326;-10;0;59
4105;39411334@N02;11042965964_92edc6e7e4_o.jpg;413;(25, 32);f;846;772;656;657;-10;-15;80
4106;39411334@N02;11043790344_a6df9011e1_o.jpg;414;(25, 32);f;151;470;1001;1001;0;-30;136
4107;39411334@N02;11043727513_790eee3944_o.jpg;415;(25, 32);m;1179;2142;261;261;-10;0;85
4108;39411334@N02;11043727513_790eee3944_o.jpg;413;(25, 32);f;1072;2210;242;242;-10;0;84
4109;39411334@N02;11043781116_63f39ba76b_o.jpg;413;(25, 32);f;1120;686;1328;1339;0;-45;22
4110;39411334@N02;11043452385_cff2f2e58d_o.jpg;413;(25, 32);f;0;114;678;846;165;0;20
4111;39411334@N02;11043392003_2ebc348d15_o.jpg;413;(25, 32);f;771;495;344;344;-15;0;53
4112;39411334@N02;11042927856_35358ab475_o.jpg;413;(25, 32);f;1007;793;599;599;15;-45;72
4113;39411334@N02;11043288563_4863205a7c_o.jpg;415;(25, 32);m;165;301;795;860;-5;0;67
4114;39411334@N02;11043288563_4863205a7c_o.jpg;413;(25, 32);f;0;506;606;636;5;0;54
4115;39411334@N02;11042828595_456dd18983_o.jpg;413;(25, 32);f;1077;1157;555;554;-5;-30;58
